Price,Beds,Baths,Area (sqft),Lot Size,City
"$1,618,000",7,4,"2,160","2,320",New-York
"$699,000",3,1.5,"1,725","3,001",New-York
"$698,888",3,2.5,"2,100","2,480",New-York
"$899,000",Studio,1,N/A,N/A,New-York
"$1,070,000",4,2,"2,192","8,500",New-York
"$659,000",4,2,"1,600","3,528",New-York
"$880,000",4,2.5,"1,780","4,000",New-York
"$1,088,000",4,3.5,"3,150","4,120",New-York
"$1,235,000",3,2.5,N/A,N/A,New-York
"$1,200,000",3,3,"2,140",0.5,New-York
"$749,999",4,3,"1,300","3,011",New-York
"$679,000",4,2.5,"1,813","5,500",New-York
"$260,000",2,1,950,N/A,New-York
"$5,295,000",4,4,"4,600","2,142",New-York
"$599,995",1,1,695,N/A,New-York
"$30,000,000",7,6.5,"6,422","1,520",New-York
"$2,599,000",3,3.5,N/A,0.26,New-York
"$349,000",Studio,1,N/A,0.26,New-York
"$869,999",5,3,"2,080","5,700",New-York
"$2,150,000",2,2,"1,349",N/A,New-York
"$1,080,000",4,2.5+,N/A,"1,400",New-York
"$789,000",3,2.5,"1,200","2,399",New-York
"$859,900",6,2,"2,496","3,000",New-York
"$15,000,000",6,5.5+,"6,204",N/A,New-York
"$8,495,000",10,10,N/A,N/A,New-York
"$195,000",2,1,"1,000",N/A,New-York
"$829,000",3,1.5,"7,819","2,017",New-York
"$499,000",Studio,1,N/A,N/A,New-York
"$399,900",3,1,797,N/A,New-York
"$688,000",3,2.5,"1,200","2,000",New-York
"$269,000",1,1,900,900,New-York
"$688,000",2,2,"1,092",N/A,New-York
"$5,500,000",7,4,"4,702",N/A,New-York
"$719,900",3,1,"1,152","4,119",New-York
"$399,999",2,1,N/A,N/A,New-York
"$29,500,000",6,5.5,"7,880",N/A,New-York
"$650,000",4,3,"1,500","4,200",New-York
"$1,950,000",10,3.5,"4,018",N/A,New-York
"$1,375,000",14,8,"6,000","3,742",New-York
"$785,000",3,2.5,"1,120","2,400",New-York
"$5,995,000",4,3.5,"2,713",0.23,New-York
"$1,080,000",3,2,N/A,"2,000",New-York
"$959,000",2,2,900,"2,121",New-York
"$399,999",2,1,N/A,565,New-York
"$24,750,000",12,10.5,"11,638",N/A,New-York
"$439,500",2,1.5,"1,008","1,008",New-York
"$325,000",Studio,1,582,N/A,New-York
"$425,000",2,1,"1,536","2,100",New-York
"$169,000",1,1,N/A,N/A,New-York
"$550,000",4,2,N/A,"1,500",New-York
"$625,000",3,1.5+,"1,344","3,559",New-York
"$300,000",Studio,1,N/A,N/A,New-York
"$958,000",3,2,N/A,"2,800",New-York
"$279,000",2,2,"1,050",N/A,New-York
"$599,999",3,2,"1,272","3,800",New-York
"$945,000",3,1.5,"1,800","5,000",New-York
"$999,900",4,2.5,"2,235","5,342",New-York
"$29,950,000",10,13,"8,750",N/A,New-York
"$625,000",3,2.5,"1,400","1,400",New-York
"$249,500",2,2,N/A,N/A,New-York
"$774,999",3,2,"1,860","3,960",New-York
"$645,000",4,2,"1,824","3,600",New-York
"$800,000",3,2.5,"1,320","2,540",New-York
"$2,195,000",3,2.5,"1,777",2.77,New-York
"$1,140,000",5,3,"2,664","4,326",New-York
"$939,000",N/A,2,"1,672","1,736",New-York
"$568,000",2,2,"1,858",N/A,New-York
"$1,170,000",3,2.5,"1,900","1,333",New-York
"$355,000",2,1,950,N/A,New-York
"$1,095,000",4,3.5,"2,400","4,100",New-York
"$6,250,000",6,5.5,N/A,"8,639",New-York
"$1,698,888",5,3.5,"4,776","6,076",New-York
"$998,000",11,6,N/A,"1,980",New-York
"$2,650,000",3,3,"2,055",N/A,New-York
"$1,149,000",4,3,"1,872","2,500",New-York
"$848,000",6,3,"2,496","6,500",New-York
"$948,888",5,2.5,"1,904","4,100",New-York
"$699,000",3,2,"1,260","4,792",New-York
"$1,795,000",5,3.5,N/A,N/A,New-York
"$550,000",2,2.5,"1,553",N/A,New-York
"$1,588,000",3,3.5+,"2,000","4,000",New-York
"$349,000",3,1.5,"1,180",713,New-York
"$299,000",2,1,"1,045",N/A,New-York
"$799,000",3,2.5,"2,279","2,650",New-York
"$1,349,000",4,2.5+,"2,900","9,641",New-York
"$999,999",3,4,"3,200","6,218",New-York
"$222,500",1,1,N/A,N/A,New-York
"$11,500,000",4,5.5,"4,703",N/A,New-York
"$2,488,000",4,3.5+,"3,850","4,000",New-York
"$699,000",3,2.5,"1,249","2,000",New-York
"$145,000",1,1,750,N/A,New-York
"$1,599,999",4,3.5,"3,150","5,250",New-York
"$385,000",3,2,"1,492",N/A,New-York
"$624,995",2,1,670,N/A,New-York
"$279,000",Studio,1,550,N/A,New-York
"$399,000",2,1,N/A,N/A,New-York
"$799,000",2,2,"1,097",0.75,New-York
"$1,599,000",5,3,"4,000",N/A,New-York
"$5,500,000",7,4,"4,702",N/A,New-York
"$1,695,000",2,2,N/A,N/A,New-York
"$995,000",2,1,N/A,"1,800",New-York
"$3,895,000",6,5.5,"4,290",N/A,New-York
"$169,000",1,1,N/A,N/A,New-York
"$799,000",3,1,"1,764","1,740",New-York
"$669,000",3,2,"1,528","2,399",New-York
"$239,000",1,1,801,N/A,New-York
"$265,000",2,1,"1,000",N/A,New-York
"$750,000",5,4,"1,917","2,699",New-York
"$710,000",3,2,"1,488","2,760",New-York
"$25,000,000",7,12.5+,"20,000",N/A,New-York
"$998,000",6,2.5,"2,464","2,500",New-York
"$850,000",1,1,N/A,"2,125",New-York
"$945,000",3,1.5,"1,648","2,000",New-York
"$799,000",3,1.5,N/A,"2,100",New-York
"$849,000",4,2,"1,022","6,000",New-York
"$599,999",3,1.5,980,"4,200",New-York
"$647,499",3,1,"1,600","4,755",New-York
"$887,785",2,1.5,N/A,"8,711",New-York
"$2,200,000",3,2,N/A,N/A,New-York
"$299,000",1,1,412,N/A,New-York
"$220,000",1,1,N/A,N/A,New-York
"$99,000",N/A,N/A,N/A,"1,800",New-York
"$4,500,000",3,3,"2,736",N/A,New-York
"$649,000",2,2.5,"1,600",N/A,New-York
"$7,750,000",4,4,N/A,N/A,New-York
"$830,000",4,3.5,"1,800","2,625",New-York
"$38,500,000",4,5.5,"6,240",N/A,New-York
"$575,000",3,1,N/A,"2,000",New-York
"$1,198,000",4,3,"1,728","7,650",New-York
"$1,100,000",3,2,"1,584","1,547",New-York
"$185,000",Studio,1,550,N/A,New-York
"$435,000",2,2,"1,156",N/A,New-York
"$1,950,000",3,2,"2,500","4,200",Seattle
"$1,268,000",3,1.5+,"1,910","6,200",Seattle
"$1,150,000",4,2.5,"1,850","2,400",Seattle
"$700,000",4,3,"2,490",0.24,Seattle
"$1,575,000",4,2.5,"3,380",0.23,Seattle
"$1,850,000",5,3,"3,630","8,400",Seattle
"$1,795,000",4,3.5,"3,600",0.28,Seattle
"$750,000",4,2.5+,"2,460","4,600",Seattle
"$1,797,000",3,3,"2,960","4,824",Seattle
"$1,150,000",4,2.5,"1,850","2,400",Seattle
"$568,500",1,1,550,"3,030",Seattle
"$595,000",6,2,"2,340","4,050",Seattle
"$550,000",4,2,"1,430","6,000",Seattle
"$1,695,000",3,2,"2,510","2,145",Seattle
"$899,950",3,2.5,"1,550","1,780",Seattle
"$1,395,000",4,3,"2,700","4,950",Seattle
"$3,385,000",2,2,"2,363",N/A,Seattle
"$700,000",2,2,"1,215",N/A,Seattle
"$750,000",2,1,860,0.23,Seattle
"$849,000",4,2.5,"1,890","6,096",Seattle
"$850,000",3,2.5,"1,490","1,044",Seattle
"$5,200,000",5,3.5,"5,280",0.7,Seattle
"$1,770,000",5,3,"2,845","3,800",Seattle
"$1,085,000",2,2,"1,550","4,600",Seattle
"$450,000",2,1,800,N/A,Seattle
"$715,000",4,2,"2,340","3,760",Seattle
"$689,000",3,2,"1,370","1,227",Seattle
"$329,900",2,2,"1,209",N/A,Seattle
"$1,250,000",2,2,"1,680",N/A,Seattle
"$754,999",4,2.5,"2,055","3,600",Seattle
"$529,950",1,1,650,612,Seattle
"$649,950",4,2,"1,540","7,200",Seattle
"$625,000",1,1,771,N/A,Seattle
"$345,000",2,1,750,N/A,Seattle
"$380,000",1,1,505,N/A,Seattle
"$299,999",Studio,1,470,0.55,Seattle
"$395,000",1,1,833,N/A,Seattle
"$480,000",1,1,745,N/A,Seattle
"$565,000",2,1,"1,332",N/A,Seattle
"$385,000",1,1,682,N/A,Seattle
"$1,950,000",3,2,"2,500","4,200",Seattle
"$1,170,000",3,2,"2,220","5,831",Seattle
"$599,000",3,1,990,"4,000",Seattle
"$580,000",2,2,979,"7,850",Seattle
"$1,374,950",4,3.5,"3,057","3,371",Seattle
"$3,099,999",4,4.5,"3,696","4,606",Seattle
"$1,475,000",4,1.5,"2,670","5,261",Seattle
"$1,770,000",5,3,"2,845","3,800",Seattle
"$659,950",2,2,896,992,Seattle
"$115,000",1,1,142,1,Seattle
"$1,475,000",4,3,"3,500","6,000",Seattle
"$869,950",2,2.5,"1,042",1,Seattle
"$2,550,000",6,3.5,"7,290","6,270",Seattle
"$650,000",3,1,"1,530","6,000",Seattle
"$2,850,000",2,2.5,"2,224",N/A,Seattle
"$745,000",2,2.5,"1,052",916,Seattle
"$599,888",3,2.5,"1,270","1,336",Seattle
"$210,000",Studio,1,334,N/A,Seattle
"$689,950",2,2,"1,088",676,Seattle
"$869,950",2,2.5,"1,042",1,Seattle
"$269,900",1,1,448,N/A,Seattle
"$239,000",1,1,460,"1,797",Seattle
"$699,950",2,2,"1,086","1,186",Seattle
"$719,000",2,1,871,"5,864",Seattle
"$1,750,000",4,2.5,"2,248","5,797",Seattle
"$1,350,000",5,2,"2,420","4,080",Seattle
"$3,450,000",5,5.5+,"4,393",0.24,Seattle
"$2,100,000",5,4.5+,"4,743","7,757",Seattle
"$6,295,000",N/A,N/A,"15,325","5,196",Seattle
"$895,000",2,2,"1,263",N/A,Seattle
"$480,000",3,1,"1,130","1,786",Seattle
"$1,700,000",N/A,N/A,N/A,2,Seattle
"$299,000",1,1,568,N/A,Seattle
"$479,950",3,1,980,"6,533",Seattle
"$385,000",1,1,705,N/A,Seattle
"$995,000",3,2,"1,480",0.27,Seattle
"$1,275,000",4,3,"2,750",0.23,Seattle
"$380,000",1,1,692,"9,537",Seattle
"$4,490,000",5,5.5+,"8,403",1.01,Seattle
"$799,000",3,1,998,"5,760",Seattle
"$1,220,000",N/A,N/A,N/A,"6,341",Seattle
"$489,000",2,1,752,N/A,Seattle
"$659,000",3,2,"1,407","1,182",Seattle
"$1,125,000",4,3,"3,100","7,200",Seattle
"$379,950",1,1,564,N/A,Seattle
"$2,618,000",4,4,"3,350","3,032",Seattle
"$1,495,000",2,2,"1,316",N/A,Seattle
"$2,350,000",2,2.5,916,1,Seattle
"$425,000",1,1,605,N/A,Seattle
"$1,950,000",N/A,N/A,"5,753","6,600",Seattle
"$555,000",2,2.5,"1,370",678,Seattle
"$1,170,000",3,2,"1,980","5,420",Seattle
"$779,000",3,1,"1,136","7,200",Seattle
"$599,000",3,2,"1,440","2,522",Seattle
"$925,000",4,3,"1,920","2,732",Seattle
"$599,995",4,2,"1,816","5,456",Seattle
"$688,800",3,3.5,"1,550","1,274",Seattle
"$1,175,000",2,2,"1,610","6,100",Seattle
"$949,950",2,1.5,"1,143",1,Seattle
"$2,245,000",5,3.5+,"2,260","6,000",Seattle
"$625,000",2,1,829,"7,470",Seattle
"$420,000",1,1,680,0.33,Seattle
"$750,000",3,3,"1,747","1,560",Seattle
"$425,000",1,1,716,N/A,Seattle
"$1,175,000",2,2.5,"1,647",N/A,Seattle
"$2,950,000",5,4,"2,810","3,300",Seattle
"$849,950",3,2,"1,460","8,460",Seattle
"$649,500",2,2,"1,135",N/A,Seattle
"$1,795,995",4,3.5,"2,400","6,825",Seattle
"$850,000",N/A,N/A,N/A,"6,004",Seattle
"$415,000",2,2,825,N/A,Seattle
"$750,000",2,1,"1,790","2,039",Seattle
"$785,000",3,2,"2,040","5,850",Seattle
"$1,395,000",N/A,N/A,"4,400","8,000",Seattle
"$5,000,000",1,2,"2,399",N/A,Seattle
"$655,000",3,2,"1,800",0.26,Seattle
"$974,950",2,2,"1,460","2,544",Seattle
"$824,950",2,2,"1,028",N/A,Seattle
"$370,888",2,1,"1,007",N/A,Seattle
"$275,000",Studio,1,595,N/A,Seattle
"$835,000",2,2,983,N/A,Seattle
"$799,000",1,1.5,"1,208",N/A,Seattle
"$440,000",1,1,815,N/A,Seattle
"$4,450,000",N/A,N/A,"9,420",0.24,Seattle
"$320,000",1,1,451,N/A,Seattle
"$340,000",1,1,516,0.66,Seattle
"$568,000",2,1.5,"1,524",N/A,Seattle
"$365,000",1,1,670,"9,625",Seattle
"$875,000",3,2,"1,610","2,700",Seattle
"$549,900",2,2,"1,136",N/A,Seattle
"$290,000",1,1,597,N/A,Seattle
"$699,950",2,2,"1,084",392,Seattle
"$1,075,000",N/A,N/A,"2,940","7,200",Seattle
"$3,250,000",5,5,"3,600",0.24,Seattle
"$1,359,000",1,2,"1,157",N/A,Seattle
"$499,900",2,1,"1,180","6,427",Seattle
"$2,999,900",5,6.5,"4,420",0.23,Seattle
"$1,260,000",4,3.5,"3,684",0.24,Seattle
"$435,000",2,1,585,N/A,Seattle
"$619,950",3,1.5,"1,250",870,Seattle
"$399,999",2,2,840,N/A,Seattle
"$899,000",4,1.5,"2,800","4,244",Seattle
"$1,648,000",3,3.5,"2,577",0.28,Seattle
"$464,950",1,1,664,N/A,Seattle
"$3,999,888",2,3.5,"3,670","8,192",Seattle
"$750,000",1,1.5,"1,092",N/A,Seattle
"$695,000",3,2.5,"1,476",922,Seattle
"$1,850,000",4,3.5,"3,102","4,800",Seattle
"$535,000",3,3.5,"1,186","5,000",Seattle
"$675,000",2,2,"1,150",N/A,Seattle
"$975,000",N/A,N/A,"2,330","3,000",Seattle
"$385,000",1,1,482,N/A,Seattle
"$1,850,000",3,2.5,"2,165",N/A,Seattle
"$1,024,757",N/A,N/A,"1,400","3,060",Seattle
"$1,100,000",4,2,"2,350","4,350",Seattle
"$349,000",Studio,1,386,388,Seattle
"$550,000",2,2,969,N/A,Seattle
"$550,000",3,2,"1,206",N/A,Seattle
"$949,000",3,2.5,"1,514","1,280",Seattle
"$974,000",5,4,"2,600","9,237",Seattle
"$699,950",2,2.5,"1,636",1,Seattle
"$1,648,000",3,3.5,"2,577",0.28,Seattle
"$198,000",N/A,N/A,N/A,"6,255",Seattle
"$594,999",2,2,930,539,Seattle
"$974,950",5,3,"3,081","7,380",Seattle
"$699,000",3,2,"1,960","4,600",Seattle
"$409,950",2,2,"1,008",N/A,Seattle
"$625,000",2,2,852,N/A,Seattle
"$500,000",3,3.5,"1,470","1,128",Seattle
"$999,990",3,3.5,"1,760","1,836",Seattle
"$799,950",2,2.5,"1,119",N/A,Seattle
"$640,000",2,1.5,"1,055",575,Seattle
"$550,000",2,1,"1,190","5,000",Seattle
"$799,999",3,2,"1,450","4,251",Seattle
"$849,000",3,2.5,"1,457","1,092",Seattle
"$2,600,000",3,2,"1,884","2,787",Seattle
"$2,340,000",7,6.5,"3,224","4,011",Seattle
"$499,950",Studio,1,416,N/A,Seattle
"$515,000",2,1.5,980,"1,073",Seattle
"$629,950",2,2,"1,200","5,000",Seattle
"$1,450,000",3,3.5,"3,190",0.27,Seattle
"$724,950",2,2,"1,067",981,Seattle
"$1,250,000",3,3,"2,800",0.38,Seattle
"$2,350,000",2,2.5,916,1,Seattle
"$549,900",2,2.5,"1,133",697,Seattle
"$425,000",1,1,717,N/A,Seattle
"$775,000",2,2.5,"1,293",N/A,Seattle
"$925,000",4,3,"1,920","2,732",Seattle
"$739,800",3,3,"1,844","1,200",Seattle
"$979,000",4,2,"1,858","1,326",Seattle
"$1,050,000",7,3,"3,040","5,040",Seattle
"$699,950",2,2.5,"1,107","1,640",Seattle
"$399,000",2,1,878,N/A,Seattle
"$1,150,000",3,2,"1,572","1,144",Seattle
"$5,250,000",4,3.5,"3,610",0.51,Seattle
"$709,000",2,2.5,"1,236","4,787",Seattle
"$3,300,000",N/A,N/A,"7,581","8,100",Seattle
"$1,750,000",4,3,"2,830","3,588",Seattle
"$1,325,000",3,2,"2,294","5,000",Seattle
"$719,950",3,2.5,"1,479",879,Seattle
"$759,900",2,2,"1,153",800,Seattle
"$615,000",1,1,858,N/A,Seattle
"$764,000",3,2,"1,210","6,000",Seattle
"$1,650,000",3,2.5,"2,880","8,106",Seattle
"$1,895,000",N/A,N/A,"4,374","5,000",Seattle
"$1,249,990",4,4.5,"2,830","2,461",Seattle
"$699,950",3,2,"1,530",0.5,Seattle
"$375,000",1,1,658,N/A,Seattle
"$625,000",2,1.5,830,"1,323",Seattle
"$1,675,000",2,2,"1,675",N/A,Seattle
"$1,450,000",3,3.5,"3,190",0.27,Seattle
"$445,000",2,1,661,N/A,Seattle
"$1,425,000",5,2,"2,650","3,761",Seattle
"$1,599,500",3,2.5,"3,415","7,531",Seattle
"$1,975,000",3,3.5,"3,200","4,000",Seattle
"$850,000",2,2,"1,193",N/A,Seattle
"$700,000",3,1,"1,290","3,000",Seattle
"$825,000",2,2,"1,310",808,Seattle
"$1,150,000",3,2.5,"1,939",N/A,Seattle
"$1,400,000",5,3,"2,370","3,570",Seattle
"$899,000",1,1,"1,173",N/A,Seattle
"$399,950",2,2,850,N/A,Seattle
"$99,000",N/A,N/A,N/A,"6,447",Seattle
"$699,950",2,2,"1,198",778,Seattle
"$2,195,000",N/A,N/A,"3,500","3,914",Seattle
"$617,000",1,1.5,910,N/A,Seattle
"$799,000",2,2,"1,380","4,680",Seattle
"$710,000",3,1,"1,260","5,500",Seattle
"$275,000",1,1,600,0.25,Seattle
"$620,000",3,2,"1,070",743,Seattle
"$875,000",3,2,"1,690","6,111",Seattle
"$499,500",1,1,661,N/A,Seattle
"$1,275,000",4,3.5,"1,997","1,502",Seattle
"$789,000",2,2.5,"1,088","2,641",Seattle
"$408,000",2,1.5,"1,014",N/A,Seattle
"$1,950,000",3,2.5,"2,874","2,475",Seattle
"$299,500",N/A,N/A,N/A,"7,200",Seattle
"$850,000",2,1.5,"1,880","7,380",Seattle
"$1,300,000",4,3.5,"2,840","4,637",Seattle
"$639,000",3,2.5,"1,650","1,480",Seattle
"$349,900",4,3,"1,880","8,843",Dallas
"$421,990",4,2,"2,035",N/A,Dallas
"$150,000",3,2,"1,237",9.99,Dallas
"$375,000",3,2,"1,500","5,500",Dallas
"$399,000",4,3.5,"2,910",2.12,Dallas
"$27,000,000",6,8.5+,"17,102",4.66,Dallas
"$225,000",3,2,"1,202","2,875",Dallas
"$166,795",3,2,"1,283","5,998",Dallas
"$400,000",3,2,"1,697","8,233",Dallas
"$449,900",3,2,"2,054","6,273",Dallas
"$545,000",3,2.5,"1,825","3,485",Dallas
"$405,000",2,2,"1,112","6,708",Dallas
"$350,000",3,2,"1,397","7,492",Dallas
"$1,595,000",4,3.5,"4,046",0.39,Dallas
"$499,000",3,2,"1,484","7,797",Dallas
"$259,000",3,2,"1,218","7,536",Dallas
"$320,000",2,2.5,"1,395","3,746",Dallas
"$264,000",3,1.5,"1,264","7,318",Dallas
"$243,000",3,2,"1,810",0.48,Dallas
"$814,900",4,3.5,"2,637","9,409",Dallas
"$525,000",3,2,"1,985","4,792",Dallas
"$185,000",2,1,841,N/A,Dallas
"$577,950",5,3.5,"4,302",N/A,Dallas
"$240,000",3,2,"1,292","9,322",Dallas
"$950,000",3,3.5,"3,117","7,579",Dallas
"$405,000",2,2,"1,112","6,708",Dallas
"$365,000",4,2,"1,910","7,579",Dallas
"$1,015,000",4,2,"2,510",0.45,Dallas
"$1,595,000",5,5.5,"4,564",0.27,Dallas
"$4,695,000",5,5.5+,"7,544",0.41,Dallas
"$429,900",2,1,939,"8,233",Dallas
"$285,999",4,2,"1,784",N/A,Dallas
"$439,990",4,2,"2,364",N/A,Dallas
"$249,999",3,2,"1,266",N/A,Dallas
"$595,950",5,3.5,"3,805",N/A,Dallas
"$806,950",4,3.5,"3,262",N/A,Dallas
"$399,950",3,2,"2,027",N/A,Dallas
"$115,000",2,2,970,9.12,Dallas
"$340,000",3,2,"1,654","4,400",Dallas
"$591,950",5,3.5,"3,992",N/A,Dallas
"$385,000",2,1.5,"1,036",0.37,Dallas
"$269,000",6,4.5,"3,288","7,710",Dallas
"$360,000",3,2,"1,676","7,013",Dallas
"$667,000",2,2.5,"2,008","1,437",Dallas
"$279,900",4,2.5,"1,415","4,617",Dallas
"$469,900",4,2.5,"2,357",0.32,Dallas
"$355,000",4,2.5,"2,143","5,793",Dallas
"$490,950",5,3.5,"3,224",N/A,Dallas
"$915,000",3,2,"1,580","9,075",Dallas
"$265,999",3,2,"1,474",N/A,Dallas
"$520,300",3,2.5,"2,179",N/A,Dallas
"$3,200,000",6,7.5+,"9,154",0.51,Dallas
"$4,695,000",5,5.5+,"7,544",0.41,Dallas
"$411,482",3,2.5,"1,618",N/A,Dallas
"$485,000",4,2,"1,598","8,598",Dallas
"$664,900",3,2.5,"2,385",N/A,Dallas
"$515,000",2,2.5,"1,651","1,873",Dallas
"$530,000",2,1,"1,180","7,841",Dallas
"$1,550,000",5,3.5,"3,839","9,975",Dallas
"$1,500,000",5,4,"5,446",0.62,Dallas
"$340,000",4,3,"2,444","8,102",Dallas
"$3,850,000",5,5.5+,"6,210","9,000",Dallas
"$685,000",4,3,"2,668",0.45,Dallas
"$358,000",3,2.5,"2,307",0.3,Dallas
"$610,000",5,4,"3,545",0.32,Dallas
"$351,999",4,2.5,"1,950",N/A,Dallas
"$270,000",3,2,"1,408","3,703",Dallas
"$10,995,000",6,6.5+,"12,234",0.53,Dallas
"$285,000",2,2,909,N/A,Dallas
"$284,900",4,2.5,"1,586","5,009",Dallas
"$324,500",2,2.5,"1,338","2,222",Dallas
"$664,900",3,2.5,"2,385",N/A,Dallas
"$4,250,000",4,4.5,"4,673","8,712",Dallas
"$399,995",4,2.5,"2,600",0.25,Dallas
"$664,900",3,2.5,"2,356",N/A,Dallas
"$479,999",3,2.5,"2,150","5,445",Dallas
"$462,570",4,3.5,"2,372",N/A,Dallas
"$806,950",4,3.5,"3,262",N/A,Dallas
"$550,000",4,2.5,"2,746","8,930",Dallas
"$434,999",5,4,"3,512","5,184",Dallas
"$914,996",4,2.5,"2,721","8,364",Dallas
"$335,000",3,2,"1,890",0.31,Dallas
"$579,000",4,3,"2,906","8,886",Dallas
"$465,000",5,4,"3,482","6,621",Dallas
"$899,000",2,2.5,"1,919",0.33,Dallas
"$499,900",4,3,"2,150","7,492",Dallas
"$284,900",4,2,"1,712","6,316",Dallas
"$429,000",3,2,"1,711",0.23,Dallas
"$387,200",3,2.5,"1,662","3,311",Dallas
"$315,000",4,2.5,"1,584",0.27,Dallas
"$475,000",2,2.5,"1,523",0.48,Dallas
"$3,495,000",5,4.5+,"6,638",0.78,Dallas
"$194,900",3,2,"1,037","3,223",Dallas
"$300,000",3,2,"1,514","9,409",Dallas
"$4,995,000",6,7.5,"9,705",0.88,Dallas
"$695,000",4,2.5,"2,597","7,536",Dallas
"$465,000",5,4,"3,482","6,621",Dallas
"$7,490,000",6,6.5+,"10,262",1.12,Dallas
"$275,000",2,2,"1,189",8.6,Dallas
"$165,000",3,2.5,"1,347","2,091",Dallas
"$6,600,000",4,4.5,"4,997",0.52,Dallas
"$699,000",3,3,"2,778",0.25,Dallas
"$260,000",3,2,"1,200",0.54,Dallas
"$277,000",3,1,"1,412","9,322",Dallas
"$285,000",2,2,"1,400",5.57,Dallas
"$4,995,000",5,7.5,"5,684",0.86,Dallas
"$529,900",4,2.5+,"2,868","7,318",Dallas
"$625,000",4,2,"1,904","7,536",Dallas
"$1,699,000",4,4.5+,"5,187","7,144",Dallas
"$7,300,000",6,6.5+,"9,281",0.25,Dallas
"$7,500,000",5,6.5+,"9,655",0.73,Dallas
"$1,049,000",4,3,"3,076",0.38,Dallas
"$405,000",3,2,"2,339","5,576",Dallas
"$357,680",4,2,"1,930","7,449",Dallas
"$899,900",8,8,"2,568","7,928",Dallas
"$2,895,000",5,4.5,"4,517","7,013",Dallas
"$699,999",4,3,"3,385",0.33,Dallas
"$2,799,000",4,5.5,"6,467",1.12,Dallas
"$850,000",5,3.5,"3,870","8,276",Dallas
"$369,900",3,2,"1,467","4,574",Dallas
"$175,000",4,1.5,"1,187","7,579",Dallas
"$912,500",5,4,"3,322",0.28,Dallas
"$1,400,000",6,4.5,"7,606",0.32,Dallas
"$949,900",5,3.5,"3,630",0.31,Dallas
"$1,950,000",4,4.5,"4,975","7,841",Dallas
"$470,000",3,2,"1,771",0.24,Dallas
"$179,900",1,1,670,5.49,Dallas
"$1,250,000",3,3.5,"3,384","5,881",Dallas
"$999,000",4,3,"2,752","8,059",Dallas
"$1,775,000",4,3.5,"4,428",0.41,Dallas
"$5,095,000",5,3.5,"4,691",0.24,Dallas
"$549,000",3,2.5,"1,968","7,144",Dallas
"$489,000",3,2,"1,886","8,451",Dallas
"$820,000",3,2.5,"2,392","3,528",Dallas
"$540,000",4,2,"2,718",0.37,Dallas
"$429,999",3,3,"2,022",0.28,Dallas
"$300,000",Studio,N/A,"1,715","7,144",Dallas
"$470,000",3,2.5,"1,876","3,485",Dallas
"$101,000",2,1,"1,070","9,017",Dallas
"$550,000",3,3,"2,144","2,439",Dallas
"$599,000",3,2,"1,514","7,318",Dallas
"$149,999",3,1,"1,044","9,235",Dallas
"$450,000",2,1.5,"1,310",0.28,Dallas
"$699,990",5,3.5,"3,504",0.27,Dallas
"$318,000",3,3,"2,198",0.24,Dallas
"$268,000",3,2,"1,288",0.27,Dallas
"$900,000",3,2.5,"3,338",0.48,Dallas
"$540,000",4,3,"3,019","8,686",Dallas
"$549,900",3,3,"2,031","8,756",Dallas
"$323,500",3,2.5,"2,280","8,973",Dallas
"$995,000",3,3.5,"3,157",0.26,Dallas
"$379,000",4,2.5,"2,002","6,316",Dallas
"$669,000",3,2,"1,869",0.3,Dallas
"$1,799,000",3,3.5+,"4,710",0.47,Dallas
"$419,000",4,2,"2,119",0.39,Dallas
"$1,300,000",2,3,"2,541",1.93,Dallas
"$159,990",3,2,"1,200","6,926",Dallas
"$209,900",3,2,"1,362","2,701",Dallas
"$384,999",3,2,"1,632","9,670",Dallas
"$450,000",3,3,"2,571",0.29,Dallas
"$4,175,000",5,6.5+,"6,679",0.32,Dallas
"$1,900,000",3,2.5,"2,904",0.24,Dallas
"$424,000",2,2.5,"1,730",0.23,Dallas
"$599,500",3,3,"2,126",2.23,Dallas
"$2,850,000",5,5.5,"7,081",0.92,Dallas
"$639,000",4,3,"2,895","5,000",Dallas
"$1,150,000",3,2,"2,813","2,004",Dallas
"$499,000",2,2.5,"2,099","3,180",Dallas
"$3,200,000",5,5.5,"5,336",0.25,Dallas
"$289,900",2,2,"1,284",0.73,Dallas
"$299,000",4,2,"1,926","9,801",Dallas
"$350,000",3,2.5,"2,000","2,526",Dallas
"$1,295,000",4,3.5,"3,793","9,322",Dallas
"$675,000",3,2,"1,850","9,235",Dallas
"$549,900",2,2.5,"1,585","7,187",Dallas
"$2,595,000",4,4.5,"4,685","8,625",Dallas
"$500,000",2,2,"1,718",0.27,Dallas
"$419,000",3,2.5,"2,534","9,888",Dallas
"$1,149,000",4,3,"3,056",0.28,Dallas
"$360,000",3,2,"1,536",75,Dallas
"$780,000",4,2.5,"2,502",0.28,Dallas
"$599,900",4,2.5,"2,276","8,276",Dallas
"$290,000",3,2.5,"1,506","7,841",Dallas
"$333,000",4,2,"1,867","5,968",Dallas
"$1,175,000",5,5.5,"3,701","9,661",Dallas
"$1,195,000",4,3.5,"3,210",0.25,Dallas
"$399,999",2,1,968,"7,971",Dallas
"$769,900",4,3.5,"3,595","4,008",Dallas
"$275,000",3,2,"1,542","6,970",Dallas
"$325,000",5,2,"1,358","7,144",Dallas
